Genome	DomestiCAT_Aruba-501 Length	DomestiCAT_Aruba-502 Length	DomestiCAT_Aruba-503 Length	DomestiCAT_Aruba-504 Length	DomestiCAT_Aruba-505 Length	DomestiCAT_Aruba-506 Length	DomestiCAT_Aruba-507 Length	DomestiCAT_Aruba-508 Length	DomestiCAT_Aruba-509 Length	DomestiCAT_Aruba-510 Length	DomestiCAT_Aruba-511 Length	DomestiCAT_Aruba-512 Length	DomestiCAT_Aruba-513 Length	DomestiCAT_Aruba-514 Length	DomestiCAT_Aruba-515 Length	DomestiCAT_Aruba-516 Length	DomestiCAT_Brazil-501 Length	DomestiCAT_Brazil-502 Length	DomestiCAT_Brazil-503 Length	DomestiCAT_Brazil-504 Length	DomestiCAT_Brazil-505 Length	DomestiCAT_Brazil-506 Length	DomestiCAT_Brazil-507 Length	DomestiCAT_Brazil-508 Length	DomestiCAT_Brazil-509 Length	DomestiCAT_Brazil-510 Length	DomestiCAT_Brazil-511 Length	DomestiCAT_Brazil-512 Length	DomestiCAT_Brazil-513 Length	DomestiCAT_Brazil-514 Length	DomestiCAT_Brazil-515 Length	DomestiCAT_Brazil-516 Length	DomestiCAT_CaboVerde-501 Length	DomestiCAT_CaboVerde-502 Length	DomestiCAT_CaboVerde-503 Length	DomestiCAT_CaboVerde-504 Length	DomestiCAT_CaboVerde-505 Length	DomestiCAT_CaboVerde-506 Length	DomestiCAT_CaboVerde-507 Length	DomestiCAT_CaboVerde-508 Length	DomestiCAT_CaboVerde-509 Length	DomestiCAT_CaboVerde-510 Length	DomestiCAT_CaboVerde-511 Length	DomestiCAT_CaboVerde-512 Length	DomestiCAT_CaboVerde-513 Length	DomestiCAT_CaboVerde-514 Length	DomestiCAT_CaboVerde-515 Length	DomestiCAT_Denmark_10 Length	DomestiCAT_Denmark_11 Length	DomestiCAT_Denmark_12 Length	DomestiCAT_Denmark_13 Length	DomestiCAT_Denmark_14 Length	DomestiCAT_Denmark_15 Length	DomestiCAT_Denmark_16 Length	DomestiCAT_Denmark_1 Length	DomestiCAT_Denmark_2 Length	DomestiCAT_Denmark_3 Length	DomestiCAT_Denmark_4 Length	DomestiCAT_Denmark_5 Length	DomestiCAT_Denmark_6 Length	DomestiCAT_Denmark_7 Length	DomestiCAT_Denmark_8 Length	DomestiCAT_Denmark_9 Length	DomestiCAT_Denmark_blank Length	DomestiCAT-Malaysia-501 Length	DomestiCAT-Malaysia-502 Length	DomestiCAT-Malaysia-503 Length	DomestiCAT-Malaysia-504 Length	DomestiCAT-Malaysia-505 Length	DomestiCAT-Malaysia-506 Length	DomestiCAT-Malaysia-507 Length	DomestiCAT-Malaysia-508 Length	DomestiCAT-Malaysia-509 Length	DomestiCAT-Malaysia-510 Length	DomestiCAT-Malaysia-511 Length	DomestiCAT-Malaysia-512 Length	DomestiCAT-Malaysia-513 Length	DomestiCAT-Malaysia-514 Length	DomestiCAT-Malaysia-515 Length	DomestiCAT-Malaysia-516 Length	DomestiCAT_Spain-501 Length	DomestiCAT_Spain-502 Length	DomestiCAT_Spain-503 Length	DomestiCAT_Spain-504 Length	DomestiCAT_Spain-505 Length	DomestiCAT_Spain-506 Length	DomestiCAT_Spain-507 Length	DomestiCAT_Spain-508 Length	DomestiCAT_Spain-509 Length	DomestiCAT_Spain-510 Length	DomestiCAT_Spain-511 Length	DomestiCAT_Spain-512 Length	DomestiCAT_Spain-513 Length	DomestiCAT_Spain-514 Length	DomestiCAT_Spain-515 Length	DomestiCAT_Spain-516 Length
bin_Malaysia.69	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529	1624529
bin_Malaysia.115	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643	966643
bin_Malaysia.105	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618	3625618
bin_Malaysia.61	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751	1158751
bin_Brazil.109	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489	1979489
bin_Denmark.30	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194	2837194
bin_CaboVerde.33	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100	2603100
bin_Brazil.17	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817	2046817
bin_Malaysia.72	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491	1805491
bin_Malaysia.131	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176	2144176
bin_Denmark.60	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193	1554193
bin_CaboVerde.35	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372	1460372
bin_CaboVerde.16	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584	1841584
bin_Malaysia.121	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054	3109054
bin_Brazil.22	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246	2221246
bin_Spain.53	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311	2080311
bin_Brazil.111	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025	2454025
bin_Malaysia.3	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262	2471262
bin_CaboVerde.12	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383	2354383
bin_Malaysia.8	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833	1760833
bin_Malaysia.103	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499	2163499
bin_Malaysia.30	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333	2061333
bin_Brazil.153	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424	1805424
bin_Brazil.146	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309	1655309
bin_Spain.84	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379	2075379
bin_Brazil.5	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595	2645595
bin_Brazil.107	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480	2061480
bin_Spain.26	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870	1321870
bin_Denmark.42	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339	2816339
bin_Brazil.81	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133	1115133
bin_Denmark.79	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671	1760671
